-0.06;-0.06;0.50;-0.26;-0.49;9.45;114879.37;-968.99;0;0;10:4:28
-1.44;3.94;0.50;-0.25;-0.53;9.54;114879.37;-968.99;0;0;10:4:28
-1.44;3.62;0.50;-0.21;-0.45;9.48;114879.37;-968.99;0;0;10:4:29
-0.06;-0.06;0.50;-0.24;-0.55;9.58;114879.37;-968.99;0;0;10:4:29
-0.06;-0.06;-0.06;-0.01;-0.01;-0.01;114879.37;-968.99;0;0;165:165:85
-0.06;-0.06;-0.06;-0.01;-0.01;-0.01;114879.37;-968.99;0;0;165:165:85
-0.06;-0.06;-0.06;-0.01;-0.01;-0.01;114879.37;-968.99;0;0;165:165:85
-0.06;-0.06;-0.06;-0.01;-0.01;-0.01;114879.37;-968.99;0;0;165:165:85
-1.44;3.94;0.38;-0.32;-0.66;9.56;114879.37;-968.99;0;0;10:4:33
-1.50;3.88;0.38;-0.27;-0.55;9.35;114879.37;-968.99;0;0;10:4:34
-0.06;-0.06;0.44;-0.26;-0.62;9.61;114879.37;-968.99;0;0;10:4:34
-1.50;3.50;0.50;-0.27;-0.51;9.46;114879.37;-968.99;0;0;10:4:35
-1.38;2.69;0.56;-0.25;-0.46;9.74;114879.37;-968.99;0;0;10:4:35
-0.06;-0.06;0.56;-0.24;-0.36;9.47;114879.37;-968.99;0;0;10:4:36
-1.38;2.56;0.56;-0.24;-0.34;9.45;114879.37;-968.99;0;0;10:4:36
-0.06;-0.06;0.25;-0.14;-0.11;9.28;114879.37;-968.99;0;0;10:4:37
-0.06;-0.06;0.88;-0.30;-0.46;9.84;114879.37;-968.99;0;0;10:4:37
-1.38;2.44;0.88;-0.23;-0.36;9.54;114879.37;-968.99;0;0;10:4:38
-1.44;3.56;1.44;-0.28;-0.62;9.61;114879.37;-968.99;0;0;10:4:38
-0.06;-0.06;-0.06;-0.96;-0.01;-0.01;114879.37;-968.99;0;0;10:4:39
-0.06;-0.06;359.62;0.09;0.03;9.38;114879.37;-968.99;0;0;10:4:39
-0.06;-0.06;0.75;-0.25;-0.53;10.05;114879.37;-968.99;0;0;10:4:40
-1.31;2.25;1.19;-0.22;-0.33;9.57;114879.37;-968.99;0;0;10:4:41
-1.38;2.25;1.00;-0.25;-0.42;9.96;114879.37;-968.99;0;0;10:4:41
